,run,agentID,other,other_thief,other_suspect,other_cs,other_alib
71,8,7,1,0,0,0,0
72,8,7,2,0,0,0,0
73,8,7,3,0,0,1,0
74,8,7,4,0,0,0,0
75,8,7,5,0,0,1,0
76,8,7,6,0,0,0,0
77,8,7,7,0,0,0,0
78,8,7,8,0,0,1,0
79,8,7,9,0,0,0,1
80,8,8,0,1,1,0,0
81,8,8,1,0,0,0,0
82,8,8,2,0,0,0,0
83,8,8,3,0,0,0,0
84,8,8,4,0,0,0,0
85,8,8,5,0,0,0,0
86,8,8,6,0,0,0,0
87,8,8,7,0,0,0,0
88,8,8,8,0,0,0,0
89,8,8,9,0,0,0,0
90,8,9,0,1,1,1,0
91,8,9,1,0,0,0,0
92,8,9,2,0,0,0,0
93,8,9,3,0,0,1,0
94,8,9,4,0,0,0,0
95,8,9,5,0,0,1,0
96,8,9,6,0,0,0,0
97,8,9,7,0,0,0,0
98,8,9,8,0,0,1,0
99,8,9,9,0,0,0,0
0,9,0,0,1,1,0,0
1,9,0,1,0,0,0,0
2,9,0,2,0,0,0,0
3,9,0,3,0,0,0,0
4,9,0,4,0,0,0,0
5,9,0,5,0,0,0,0
6,9,0,6,0,0,1,0
7,9,0,7,0,0,0,0
8,9,0,8,0,0,1,0
9,9,0,9,0,0,0,0
10,9,1,0,1,1,1,0
11,9,1,1,0,0,0,0
12,9,1,2,0,0,0,0
13,9,1,3,0,0,0,0
14,9,1,4,0,0,0,0
15,9,1,5,0,0,0,0
16,9,1,6,0,0,1,0
17,9,1,7,0,0,0,0
18,9,1,8,0,0,1,0
19,9,1,9,0,0,0,0
20,9,2,0,1,1,1,0
21,9,2,1,0,0,0,1
22,9,2,2,0,0,0,0
23,9,2,3,0,0,0,0
24,9,2,4,0,0,0,0
25,9,2,5,0,0,0,0
26,9,2,6,0,0,1,0
27,9,2,7,0,0,0,1
28,9,2,8,0,0,1,0
29,9,2,9,0,0,0,0
30,9,3,0,1,1,0,0
31,9,3,1,0,0,0,0
32,9,3,2,0,0,0,0
33,9,3,3,0,0,0,0
34,9,3,4,0,0,0,0
35,9,3,5,0,0,0,0
36,9,3,6,0,0,0,0
37,9,3,7,0,0,0,0
38,9,3,8,0,0,0,0
39,9,3,9,0,0,0,0
40,9,4,0,1,1,0,0
41,9,4,1,0,0,0,0
42,9,4,2,0,0,0,1
43,9,4,3,0,0,0,1
44,9,4,4,0,0,0,0
45,9,4,5,0,0,0,1
46,9,4,6,0,0,1,0
47,9,4,7,0,0,0,0
48,9,4,8,0,0,1,0
49,9,4,9,0,0,0,1
50,9,5,0,1,1,0,0
51,9,5,1,0,0,0,0
52,9,5,2,0,0,0,0
53,9,5,3,0,0,0,1
54,9,5,4,0,0,0,0
55,9,5,5,0,0,0,0
56,9,5,6,0,0,1,0
57,9,5,7,0,0,0,0
58,9,5,8,0,0,1,0
59,9,5,9,0,0,0,0
60,9,6,0,1,1,0,0
61,9,6,1,0,0,0,0
62,9,6,2,0,0,0,0
63,9,6,3,0,0,0,0
64,9,6,4,0,0,0,0
65,9,6,5,0,0,0,0
66,9,6,6,0,0,0,0
67,9,6,7,0,0,0,0
68,9,6,8,0,0,0,0
69,9,6,9,0,0,0,0
70,9,7,0,1,1,1,0
71,9,7,1,0,0,0,1
72,9,7,2,0,0,0,0
73,9,7,3,0,0,0,0
74,9,7,4,0,0,0,0
75,9,7,5,0,0,0,0
76,9,7,6,0,0,1,0
77,9,7,7,0,0,0,0
78,9,7,8,0,0,1,0
79,9,7,9,0,0,0,0
80,9,8,0,1,1,0,0
81,9,8,1,0,0,0,0
82,9,8,2,0,0,0,0
83,9,8,3,0,0,0,0
84,9,8,4,0,0,0,0
85,9,8,5,0,0,0,0
86,9,8,6,0,0,1,0
87,9,8,7,0,0,0,0
88,9,8,8,0,0,0,0
89,9,8,9,0,0,0,0
90,9,9,0,1,1,0,0
91,9,9,1,0,0,0,0
92,9,9,2,0,0,0,1
93,9,9,3,0,0,0,1
94,9,9,4,0,0,0,1
95,9,9,5,0,0,0,1
96,9,9,6,0,0,1,0
97,9,9,7,0,0,0,0
98,9,9,8,0,0,1,0
99,9,9,9,0,0,0,0
0,10,0,0,1,1,0,0
1,10,0,1,0,0,0,0
2,10,0,2,0,0,0,0
3,10,0,3,0,0,0,0
4,10,0,4,0,0,0,0
5,10,0,5,0,0,0,0
6,10,0,6,0,0,0,0
7,10,0,7,0,0,0,0
8,10,0,8,0,0,0,0
9,10,0,9,0,0,0,0
10,10,1,0,1,1,0,0
11,10,1,1,0,0,0,0
12,10,1,2,0,0,0,0
13,10,1,3,0,0,0,0
14,10,1,4,0,0,0,0
15,10,1,5,0,0,0,0
16,10,1,6,0,0,0,0
17,10,1,7,0,0,0,0
18,10,1,8,0,0,0,0
19,10,1,9,0,0,0,0
20,10,2,0,1,1,0,0
21,10,2,1,0,0,0,0
22,10,2,2,0,0,0,0
23,10,2,3,0,0,0,0
24,10,2,4,0,0,0,0
25,10,2,5,0,0,0,0
26,10,2,6,0,0,0,0
27,10,2,7,0,0,0,0
28,10,2,8,0,0,0,0
29,10,2,9,0,0,0,0
30,10,3,0,1,1,0,0
31,10,3,1,0,0,0,0
32,10,3,2,0,0,0,0
33,10,3,3,0,0,0,0
34,10,3,4,0,0,0,0
35,10,3,5,0,0,0,0
36,10,3,6,0,0,0,0
37,10,3,7,0,0,0,0
38,10,3,8,0,0,0,0
39,10,3,9,0,0,0,0
40,10,4,0,1,1,0,0
41,10,4,1,0,0,0,0
42,10,4,2,0,0,0,0
43,10,4,3,0,0,0,0
44,10,4,4,0,0,0,0
45,10,4,5,0,0,0,0
46,10,4,6,0,0,0,0
47,10,4,7,0,0,0,0
48,10,4,8,0,0,0,0
49,10,4,9,0,0,0,0
50,10,5,0,1,1,0,0
51,10,5,1,0,0,0,0
52,10,5,2,0,0,0,0
53,10,5,3,0,0,0,0
54,10,5,4,0,0,0,0
55,10,5,5,0,0,0,0
56,10,5,6,0,0,0,0
57,10,5,7,0,0,0,0
58,10,5,8,0,0,0,0
59,10,5,9,0,0,0,0
60,10,6,0,1,1,0,0
61,10,6,1,0,0,0,0
62,10,6,2,0,0,0,0
63,10,6,3,0,0,0,0
64,10,6,4,0,0,0,0
65,10,6,5,0,0,0,0
66,10,6,6,0,0,0,0
67,10,6,7,0,0,0,0
68,10,6,8,0,0,0,0
69,10,6,9,0,0,0,0
70,10,7,0,1,1,0,0
71,10,7,1,0,0,0,0
72,10,7,2,0,0,0,0
73,10,7,3,0,0,0,0
74,10,7,4,0,0,0,0
75,10,7,5,0,0,0,0
76,10,7,6,0,0,0,0
77,10,7,7,0,0,0,0
78,10,7,8,0,0,0,0
79,10,7,9,0,0,0,0
80,10,8,0,1,1,0,0
81,10,8,1,0,0,0,0
82,10,8,2,0,0,0,0
83,10,8,3,0,0,0,0
84,10,8,4,0,0,0,0
85,10,8,5,0,0,0,0
86,10,8,6,0,0,0,0
87,10,8,7,0,0,0,0
88,10,8,8,0,0,0,0
89,10,8,9,0,0,0,0
90,10,9,0,1,1,0,0
91,10,9,1,0,0,0,0
92,10,9,2,0,0,0,0
93,10,9,3,0,0,0,0
94,10,9,4,0,0,0,0
95,10,9,5,0,0,0,0
96,10,9,6,0,0,0,0
97,10,9,7,0,0,0,0
98,10,9,8,0,0,0,0
99,10,9,9,0,0,0,0
0,11,0,0,1,1,0,0
1,11,0,1,0,0,1,0
2,11,0,2,0,0,0,0
3,11,0,3,0,0,0,0
4,11,0,4,0,0,0,0
5,11,0,5,0,0,0,1
6,11,0,6,0,0,0,0
7,11,0,7,0,0,0,0
8,11,0,8,0,0,0,0
9,11,0,9,0,0,0,0
10,11,1,0,1,1,0,0
11,11,1,1,0,0,0,0
12,11,1,2,0,0,0,0
13,11,1,3,0,0,0,0
14,11,1,4,0,0,0,0
15,11,1,5,0,0,0,0
16,11,1,6,0,0,0,0
17,11,1,7,0,0,0,0
18,11,1,8,0,0,0,0
19,11,1,9,0,0,0,0
20,11,2,0,1,1,0,0
21,11,2,1,0,0,0,0
22,11,2,2,0,0,0,0
23,11,2,3,0,0,0,0
24,11,2,4,0,0,0,0
25,11,2,5,0,0,0,0
26,11,2,6,0,0,0,0
27,11,2,7,0,0,0,0
28,11,2,8,0,0,0,0
29,11,2,9,0,0,0,0
30,11,3,0,1,1,0,0
31,11,3,1,0,0,0,0
32,11,3,2,0,0,0,0
33,11,3,3,0,0,0,0
34,11,3,4,0,0,0,0
35,11,3,5,0,0,0,0
36,11,3,6,0,0,0,0
37,11,3,7,0,0,0,0
38,11,3,8,0,0,0,0
39,11,3,9,0,0,0,0
40,11,4,0,1,1,0,0
41,11,4,1,0,0,0,0
42,11,4,2,0,0,0,0
43,11,4,3,0,0,0,0
44,11,4,4,0,0,0,0
45,11,4,5,0,0,0,0
46,11,4,6,0,0,0,0
47,11,4,7,0,0,0,0
48,11,4,8,0,0,0,0
49,11,4,9,0,0,0,0
50,11,5,0,1,1,0,0
51,11,5,1,0,0,0,0
52,11,5,2,0,0,0,0
53,11,5,3,0,0,0,0
54,11,5,4,0,0,0,0
55,11,5,5,0,0,0,0
56,11,5,6,0,0,0,0
57,11,5,7,0,0,0,0
58,11,5,8,0,0,0,0
59,11,5,9,0,0,0,0
60,11,6,0,1,1,0,0
61,11,6,1,0,0,0,0
62,11,6,2,0,0,0,0
63,11,6,3,0,0,0,0
64,11,6,4,0,0,0,0
65,11,6,5,0,0,0,0
66,11,6,6,0,0,0,0
67,11,6,7,0,0,0,0
68,11,6,8,0,0,0,0
69,11,6,9,0,0,0,0
70,11,7,0,1,1,0,0
71,11,7,1,0,0,0,0
72,11,7,2,0,0,0,0
73,11,7,3,0,0,0,0
74,11,7,4,0,0,0,0
75,11,7,5,0,0,0,0
76,11,7,6,0,0,0,0
77,11,7,7,0,0,0,0
78,11,7,8,0,0,0,0
79,11,7,9,0,0,0,0
80,11,8,0,1,1,0,0
81,11,8,1,0,0,0,0
82,11,8,2,0,0,0,0
83,11,8,3,0,0,0,0
84,11,8,4,0,0,0,0
85,11,8,5,0,0,0,0
86,11,8,6,0,0,0,0
87,11,8,7,0,0,0,0
88,11,8,8,0,0,0,0
89,11,8,9,0,0,0,0
90,11,9,0,1,1,1,0
91,11,9,1,0,0,1,0
92,11,9,2,0,0,0,0
93,11,9,3,0,0,0,0
94,11,9,4,0,0,0,1
95,11,9,5,0,0,0,1
96,11,9,6,0,0,0,1
97,11,9,7,0,0,0,1
98,11,9,8,0,0,0,0
99,11,9,9,0,0,0,0
0,12,0,0,1,1,0,0
1,12,0,1,0,0,0,0
2,12,0,2,0,0,0,0
3,12,0,3,0,0,0,0
4,12,0,4,0,0,0,0
5,12,0,5,0,0,0,0
6,12,0,6,0,0,0,1
7,12,0,7,0,0,0,0
8,12,0,8,0,0,0,0
9,12,0,9,0,0,1,0
10,12,1,0,1,1,0,0
11,12,1,1,0,0,0,0
12,12,1,2,0,0,0,0
13,12,1,3,0,0,0,0
14,12,1,4,0,0,0,0
15,12,1,5,0,0,0,0
16,12,1,6,0,0,0,0
17,12,1,7,0,0,0,0
18,12,1,8,0,0,0,0
19,12,1,9,0,0,0,0
20,12,2,0,1,1,0,0
21,12,2,1,0,0,0,0
22,12,2,2,0,0,0,0
23,12,2,3,0,0,0,0
24,12,2,4,0,0,0,0
25,12,2,5,0,0,0,0
26,12,2,6,0,0,0,0
27,12,2,7,0,0,0,0
28,12,2,8,0,0,0,0
29,12,2,9,0,0,0,0
30,12,3,0,1,1,0,0
31,12,3,1,0,0,0,0
32,12,3,2,0,0,0,0
33,12,3,3,0,0,0,0
34,12,3,4,0,0,0,0
35,12,3,5,0,0,0,0
36,12,3,6,0,0,0,0
37,12,3,7,0,0,0,0
38,12,3,8,0,0,0,0
39,12,3,9,0,0,0,0
40,12,4,0,1,1,1,0
41,12,4,1,0,0,0,0
42,12,4,2,0,0,0,0
43,12,4,3,0,0,0,1
44,12,4,4,0,0,0,0
45,12,4,5,0,0,0,1
46,12,4,6,0,0,0,0
47,12,4,7,0,0,0,0
48,12,4,8,0,0,0,0
49,12,4,9,0,0,1,0
50,12,5,0,1,1,0,0
51,12,5,1,0,0,0,0
52,12,5,2,0,0,0,0
53,12,5,3,0,0,0,0
54,12,5,4,0,0,0,0
55,12,5,5,0,0,0,0
56,12,5,6,0,0,0,0
57,12,5,7,0,0,0,0
58,12,5,8,0,0,0,0
59,12,5,9,0,0,0,0
60,12,6,0,1,1,0,0
61,12,6,1,0,0,0,0
62,12,6,2,0,0,0,0
63,12,6,3,0,0,0,0
64,12,6,4,0,0,0,0
65,12,6,5,0,0,0,0
66,12,6,6,0,0,0,0
67,12,6,7,0,0,0,0
68,12,6,8,0,0,0,0
69,12,6,9,0,0,0,0
70,12,7,0,1,1,0,0
71,12,7,1,0,0,0,0
72,12,7,2,0,0,0,0
73,12,7,3,0,0,0,0
74,12,7,4,0,0,0,0
75,12,7,5,0,0,0,0
76,12,7,6,0,0,0,0
77,12,7,7,0,0,0,0
78,12,7,8,0,0,0,0
79,12,7,9,0,0,0,0
80,12,8,0,1,1,0,0
81,12,8,1,0,0,0,0
82,12,8,2,0,0,0,0
83,12,8,3,0,0,0,0
84,12,8,4,0,0,0,0
85,12,8,5,0,0,0,0
86,12,8,6,0,0,0,0
87,12,8,7,0,0,0,0
88,12,8,8,0,0,0,0
89,12,8,9,0,0,0,0
90,12,9,0,1,1,0,0
91,12,9,1,0,0,0,0
92,12,9,2,0,0,0,0
93,12,9,3,0,0,0,0
94,12,9,4,0,0,0,0
95,12,9,5,0,0,0,0
96,12,9,6,0,0,0,0
97,12,9,7,0,0,0,0
98,12,9,8,0,0,0,0
99,12,9,9,0,0,0,0
0,13,0,0,1,1,0,0
1,13,0,1,0,0,0,0
2,13,0,2,0,0,0,0
3,13,0,3,0,0,0,0
4,13,0,4,0,0,0,0
5,13,0,5,0,0,0,0
6,13,0,6,0,0,0,0
7,13,0,7,0,0,0,0
8,13,0,8,0,0,0,0
9,13,0,9,0,0,0,0
10,13,1,0,1,1,0,0
11,13,1,1,0,0,0,0
12,13,1,2,0,0,0,0
13,13,1,3,0,0,0,0
14,13,1,4,0,0,0,0
15,13,1,5,0,0,0,0
16,13,1,6,0,0,0,0
17,13,1,7,0,0,0,0
18,13,1,8,0,0,0,0
19,13,1,9,0,0,0,0
20,13,2,0,1,1,0,0
21,13,2,1,0,0,0,0
22,13,2,2,0,0,0,0
23,13,2,3,0,0,0,0
24,13,2,4,0,0,0,0
25,13,2,5,0,0,0,0
26,13,2,6,0,0,0,0
27,13,2,7,0,0,0,0
28,13,2,8,0,0,0,0
29,13,2,9,0,0,0,0
30,13,3,0,1,1,0,0
31,13,3,1,0,0,0,0
32,13,3,2,0,0,0,0
33,13,3,3,0,0,0,0
34,13,3,4,0,0,0,0
35,13,3,5,0,0,0,0
36,13,3,6,0,0,0,0
37,13,3,7,0,0,0,0
38,13,3,8,0,0,0,0
39,13,3,9,0,0,0,0
40,13,4,0,1,1,0,0
41,13,4,1,0,0,0,0
42,13,4,2,0,0,0,0
43,13,4,3,0,0,0,0
44,13,4,4,0,0,0,0
45,13,4,5,0,0,0,0
46,13,4,6,0,0,0,0
47,13,4,7,0,0,0,0
48,13,4,8,0,0,0,0
49,13,4,9,0,0,0,0
50,13,5,0,1,1,0,1
51,13,5,1,0,0,0,0
52,13,5,2,0,0,0,0
53,13,5,3,0,0,0,0
54,13,5,4,0,0,0,1
55,13,5,5,0,0,0,0
56,13,5,6,0,0,0,1
57,13,5,7,0,0,1,0
58,13,5,8,0,0,0,0
59,13,5,9,0,0,0,1
60,13,6,0,1,1,0,0
61,13,6,1,0,0,0,0
62,13,6,2,0,0,0,0
63,13,6,3,0,0,0,0
64,13,6,4,0,0,0,0
65,13,6,5,0,0,0,0
66,13,6,6,0,0,0,0
67,13,6,7,0,0,0,0
68,13,6,8,0,0,0,0
69,13,6,9,0,0,0,0
70,13,7,0,1,1,0,0
71,13,7,1,0,0,0,0
72,13,7,2,0,0,0,0
73,13,7,3,0,0,0,0
74,13,7,4,0,0,0,0
75,13,7,5,0,0,0,0
76,13,7,6,0,0,0,0
77,13,7,7,0,0,0,0
78,13,7,8,0,0,0,0
79,13,7,9,0,0,0,0
80,13,8,0,1,1,0,0
81,13,8,1,0,0,0,0
82,13,8,2,0,0,0,0
83,13,8,3,0,0,0,0
84,13,8,4,0,0,0,0
85,13,8,5,0,0,0,0
86,13,8,6,0,0,0,0
87,13,8,7,0,0,0,0
88,13,8,8,0,0,0,0
89,13,8,9,0,0,0,0
90,13,9,0,1,1,0,1
91,13,9,1,0,0,0,0
92,13,9,2,0,0,0,0
93,13,9,3,0,0,0,0
94,13,9,4,0,0,0,1
95,13,9,5,0,0,0,1
96,13,9,6,0,0,0,1
97,13,9,7,0,0,1,0
98,13,9,8,0,0,0,0
99,13,9,9,0,0,0,0
0,14,0,0,1,1,0,0
1,14,0,1,0,0,0,0
2,14,0,2,0,0,0,0
3,14,0,3,0,0,1,0
4,14,0,4,0,0,0,1
5,14,0,5,0,0,0,0
6,14,0,6,0,0,0,0
7,14,0,7,0,0,0,0
8,14,0,8,0,0,0,0
9,14,0,9,0,0,0,0
10,14,1,0,1,1,0,0
11,14,1,1,0,0,0,0
12,14,1,2,0,0,0,0
13,14,1,3,0,0,0,0
14,14,1,4,0,0,0,0
15,14,1,5,0,0,0,0
16,14,1,6,0,0,0,0
17,14,1,7,0,0,0,0
18,14,1,8,0,0,0,0
19,14,1,9,0,0,0,0
20,14,2,0,1,1,0,0
21,14,2,1,0,0,0,0
22,14,2,2,0,0,0,0
23,14,2,3,0,0,0,0
24,14,2,4,0,0,0,0
25,14,2,5,0,0,0,0
26,14,2,6,0,0,0,0
27,14,2,7,0,0,0,0
28,14,2,8,0,0,0,0
29,14,2,9,0,0,0,0
30,14,3,0,1,1,0,0
31,14,3,1,0,0,0,0
32,14,3,2,0,0,0,0
33,14,3,3,0,0,0,0
34,14,3,4,0,0,0,0
35,14,3,5,0,0,0,0
36,14,3,6,0,0,0,0
37,14,3,7,0,0,0,0
38,14,3,8,0,0,0,0
39,14,3,9,0,0,0,0
40,14,4,0,1,1,0,0
41,14,4,1,0,0,0,0
42,14,4,2,0,0,0,0
43,14,4,3,0,0,0,0
44,14,4,4,0,0,0,0
45,14,4,5,0,0,0,0
46,14,4,6,0,0,0,0
47,14,4,7,0,0,0,0
48,14,4,8,0,0,0,0
49,14,4,9,0,0,0,0
50,14,5,0,1,1,0,0
51,14,5,1,0,0,0,0
52,14,5,2,0,0,0,0
53,14,5,3,0,0,0,0
54,14,5,4,0,0,0,0
55,14,5,5,0,0,0,0
56,14,5,6,0,0,0,0
57,14,5,7,0,0,0,0
58,14,5,8,0,0,0,0
59,14,5,9,0,0,0,0
60,14,6,0,1,1,0,0
61,14,6,1,0,0,0,0
62,14,6,2,0,0,0,0
63,14,6,3,0,0,0,0
64,14,6,4,0,0,0,0
65,14,6,5,0,0,0,0
66,14,6,6,0,0,0,0
67,14,6,7,0,0,0,0
68,14,6,8,0,0,0,0
69,14,6,9,0,0,0,0
70,14,7,0,1,1,0,0
71,14,7,1,0,0,0,0
72,14,7,2,0,0,0,0
73,14,7,3,0,0,0,0
74,14,7,4,0,0,0,0
75,14,7,5,0,0,0,0
76,14,7,6,0,0,0,0
77,14,7,7,0,0,0,0
78,14,7,8,0,0,0,0
79,14,7,9,0,0,0,0
80,14,8,0,1,1,0,0
81,14,8,1,0,0,0,0
82,14,8,2,0,0,0,0
83,14,8,3,0,0,0,0
84,14,8,4,0,0,0,0
85,14,8,5,0,0,0,0
86,14,8,6,0,0,0,0
87,14,8,7,0,0,0,0
88,14,8,8,0,0,0,0
89,14,8,9,0,0,0,0
90,14,9,0,1,1,0,0
91,14,9,1,0,0,0,0
92,14,9,2,0,0,0,0
93,14,9,3,0,0,0,0
94,14,9,4,0,0,0,0
95,14,9,5,0,0,0,0
96,14,9,6,0,0,0,0
97,14,9,7,0,0,0,0
98,14,9,8,0,0,0,0
99,14,9,9,0,0,0,0
0,15,0,0,1,1,0,0
1,15,0,1,0,0,0,0
2,15,0,2,0,0,0,0
3,15,0,3,0,0,0,0
4,15,0,4,0,0,0,0
5,15,0,5,0,0,0,0
6,15,0,6,0,0,0,0
7,15,0,7,0,0,0,0
8,15,0,8,0,0,0,0
9,15,0,9,0,0,0,0
10,15,1,0,1,1,0,0
11,15,1,1,0,0,0,0
12,15,1,2,0,0,0,0
13,15,1,3,0,0,0,0
14,15,1,4,0,0,0,0
15,15,1,5,0,0,0,0
16,15,1,6,0,0,0,0
17,15,1,7,0,0,0,0
18,15,1,8,0,0,0,0
19,15,1,9,0,0,0,0
20,15,2,0,1,1,0,0
21,15,2,1,0,0,0,0
22,15,2,2,0,0,0,0
23,15,2,3,0,0,0,0
24,15,2,4,0,0,0,0
25,15,2,5,0,0,0,0
26,15,2,6,0,0,0,0
27,15,2,7,0,0,0,0
28,15,2,8,0,0,0,0
29,15,2,9,0,0,0,0
30,15,3,0,1,1,0,0
31,15,3,1,0,0,0,0
32,15,3,2,0,0,0,0
33,15,3,3,0,0,0,0
34,15,3,4,0,0,0,0
35,15,3,5,0,0,0,0
36,15,3,6,0,0,0,0
37,15,3,7,0,0,0,0
38,15,3,8,0,0,0,0
39,15,3,9,0,0,0,0
40,15,4,0,1,1,0,0
41,15,4,1,0,0,0,0
42,15,4,2,0,0,0,0
43,15,4,3,0,0,0,0
44,15,4,4,0,0,0,0
45,15,4,5,0,0,0,0
46,15,4,6,0,0,0,0
47,15,4,7,0,0,0,0
48,15,4,8,0,0,0,0
49,15,4,9,0,0,0,0
50,15,5,0,1,1,0,0
51,15,5,1,0,0,0,0
52,15,5,2,0,0,0,0
53,15,5,3,0,0,0,0
54,15,5,4,0,0,0,0
55,15,5,5,0,0,0,0
56,15,5,6,0,0,0,0
57,15,5,7,0,0,0,0
58,15,5,8,0,0,0,0
59,15,5,9,0,0,0,0
60,15,6,0,1,1,0,0
61,15,6,1,0,0,0,0
62,15,6,2,0,0,0,0
63,15,6,3,0,0,0,0
64,15,6,4,0,0,0,0
65,15,6,5,0,0,0,0
66,15,6,6,0,0,0,0
67,15,6,7,0,0,0,0
68,15,6,8,0,0,0,0
69,15,6,9,0,0,0,0
70,15,7,0,1,1,0,0
71,15,7,1,0,0,0,0
72,15,7,2,0,0,0,0
73,15,7,3,0,0,0,0
74,15,7,4,0,0,0,0
75,15,7,5,0,0,0,0
76,15,7,6,0,0,0,0
77,15,7,7,0,0,0,0
78,15,7,8,0,0,0,0
79,15,7,9,0,0,0,0
80,15,8,0,1,1,0,0
81,15,8,1,0,0,0,0
82,15,8,2,0,0,0,0
83,15,8,3,0,0,0,0
84,15,8,4,0,0,0,0
85,15,8,5,0,0,0,0
86,15,8,6,0,0,0,0
87,15,8,7,0,0,0,0
88,15,8,8,0,0,0,0
89,15,8,9,0,0,0,0
90,15,9,0,1,1,0,0
91,15,9,1,0,0,0,0
92,15,9,2,0,0,0,0
93,15,9,3,0,0,0,0
94,15,9,4,0,0,0,0
95,15,9,5,0,0,0,0
96,15,9,6,0,0,0,0
97,15,9,7,0,0,0,0
98,15,9,8,0,0,0,0
99,15,9,9,0,0,0,0
0,16,0,0,1,1,0,0
1,16,0,1,0,0,0,0
2,16,0,2,0,0,0,1
3,16,0,3,0,0,1,0
4,16,0,4,0,0,0,0
5,16,0,5,0,0,1,0
6,16,0,6,0,0,0,1
7,16,0,7,0,0,0,0
8,16,0,8,0,0,0,0
9,16,0,9,0,0,0,0
10,16,1,0,1,1,0,0
11,16,1,1,0,0,0,0
12,16,1,2,0,0,0,0
13,16,1,3,0,0,0,0
14,16,1,4,0,0,0,0
15,16,1,5,0,0,0,0
16,16,1,6,0,0,0,0
17,16,1,7,0,0,0,0
18,16,1,8,0,0,0,0
19,16,1,9,0,0,0,0
20,16,2,0,1,1,1,0
21,16,2,1,0,0,0,0
22,16,2,2,0,0,0,0
23,16,2,3,0,0,1,0
24,16,2,4,0,0,0,0
25,16,2,5,0,0,1,0
26,16,2,6,0,0,0,0
27,16,2,7,0,0,0,0
28,16,2,8,0,0,0,1
29,16,2,9,0,0,0,0
30,16,3,0,1,1,1,1
31,16,3,1,0,0,0,0
32,16,3,2,0,0,0,0
33,16,3,3,0,0,0,0
34,16,3,4,0,0,0,0
35,16,3,5,0,0,1,0
36,16,3,6,0,0,0,1
37,16,3,7,0,0,0,0
38,16,3,8,0,0,0,0
39,16,3,9,0,0,0,0
40,16,4,0,1,1,0,0
41,16,4,1,0,0,0,0
42,16,4,2,0,0,0,0
43,16,4,3,0,0,0,0
44,16,4,4,0,0,0,0
45,16,4,5,0,0,0,0
46,16,4,6,0,0,0,0
47,16,4,7,0,0,0,0
48,16,4,8,0,0,0,0
49,16,4,9,0,0,0,0
50,16,5,0,1,1,0,0
51,16,5,1,0,0,0,0
52,16,5,2,0,0,0,0
53,16,5,3,0,0,0,0
54,16,5,4,0,0,0,0
55,16,5,5,0,0,0,0
56,16,5,6,0,0,0,0
57,16,5,7,0,0,0,0
58,16,5,8,0,0,0,0
59,16,5,9,0,0,0,0
60,16,6,0,1,1,0,0
61,16,6,1,0,0,0,0
62,16,6,2,0,0,0,0
63,16,6,3,0,0,0,0
64,16,6,4,0,0,0,0
65,16,6,5,0,0,0,0
66,16,6,6,0,0,0,0
67,16,6,7,0,0,0,0
68,16,6,8,0,0,0,0
69,16,6,9,0,0,0,0
70,16,7,0,1,1,0,0
71,16,7,1,0,0,0,0
72,16,7,2,0,0,0,0
73,16,7,3,0,0,0,0
74,16,7,4,0,0,0,0
75,16,7,5,0,0,0,0
76,16,7,6,0,0,0,0
77,16,7,7,0,0,0,0
78,16,7,8,0,0,0,0
79,16,7,9,0,0,0,0
80,16,8,0,1,1,1,0
81,16,8,1,0,0,0,0
82,16,8,2,0,0,0,0
83,16,8,3,0,0,1,0
84,16,8,4,0,0,0,0
85,16,8,5,0,0,1,0
86,16,8,6,0,0,0,0
87,16,8,7,0,0,0,0
88,16,8,8,0,0,0,0
89,16,8,9,0,0,0,0
90,16,9,0,1,1,0,0
91,16,9,1,0,0,0,0
92,16,9,2,0,0,0,0
93,16,9,3,0,0,0,0
94,16,9,4,0,0,0,0
95,16,9,5,0,0,0,0
96,16,9,6,0,0,0,0
97,16,9,7,0,0,0,0
98,16,9,8,0,0,0,0
99,16,9,9,0,0,0,0
0,17,0,0,1,1,0,0
1,17,0,1,0,0,0,0
2,17,0,2,0,0,0,0
3,17,0,3,0,0,0,0
4,17,0,4,0,0,1,0
5,17,0,5,0,0,0,0
6,17,0,6,0,0,0,0
7,17,0,7,0,0,0,0
8,17,0,8,0,0,0,0
9,17,0,9,0,0,0,1
10,17,1,0,1,1,0,0
11,17,1,1,0,0,0,0
12,17,1,2,0,0,0,0
13,17,1,3,0,0,0,0
14,17,1,4,0,0,1,0
15,17,1,5,0,0,0,1
16,17,1,6,0,0,0,0
17,17,1,7,0,0,0,0
18,17,1,8,0,0,0,0
19,17,1,9,0,0,0,0
20,17,2,0,1,1,0,0
21,17,2,1,0,0,0,0
22,17,2,2,0,0,0,0
23,17,2,3,0,0,0,0
24,17,2,4,0,0,0,0
25,17,2,5,0,0,0,0
26,17,2,6,0,0,0,0
27,17,2,7,0,0,0,0
28,17,2,8,0,0,0,0
29,17,2,9,0,0,0,0
30,17,3,0,1,1,0,0
31,17,3,1,0,0,0,0
32,17,3,2,0,0,0,0
33,17,3,3,0,0,0,0
34,17,3,4,0,0,0,0
35,17,3,5,0,0,0,0
36,17,3,6,0,0,0,0
37,17,3,7,0,0,0,0
38,17,3,8,0,0,0,0
39,17,3,9,0,0,0,0
40,17,4,0,1,1,0,0
41,17,4,1,0,0,0,0
42,17,4,2,0,0,0,0
43,17,4,3,0,0,0,0
